path,x1,y1,x2,y2
04134.png,73,38,227,239
18608.png,-1,-1,-1,-1
05590.png,178,85,701,792
18176.png,39,37,187,203
11490.png,37,14,187,196
21944.png,31,12,158,165
07052.png,63,32,306,338
13980.png,53,52,363,427
05438.png,74,56,357,393
12081.png,62,55,174,191
07528.png,72,62,393,423
15752.png,37,25,182,207
21118.png,41,23,185,201
08019.png,133,83,496,550
13558.png,92,26,403,438
08372.png,99,50,500,564
04902.png,-1,-1,-1,-1
22361.png,46,35,177,205
13839.png,93,24,413,444
17422.png,46,19,183,194
15074.png,0,19,185,223
13241.png,44,1,205,201
04437.png,41,37,209,224
15382.png,-1,-1,-1,-1
10318.png,44,25,188,202
19806.png,126,39,524,592
10321.png,38,14,188,204
19490.png,43,12,186,196
13159.png,89,48,404,433
10117.png,85,31,373,414
07503.png,239,123,899,970
14897.png,34,20,194,208
06245.png,132,42,525,573
13565.png,67,58,411,466
15829.png,142,67,578,646
15213.png,49,23,188,196
06050.png,38,37,176,212
13630.png,54,33,185,196
04252.png,99,55,401,447
08825.png,53,30,226,236
13489.png,47,13,185,208
06632.png,104,65,388,439
09561.png,75,37,402,448
19196.png,98,43,401,422
15671.png,35,24,181,202
12680.png,34,21,185,211
03914.png,41,17,186,196
08658.png,71,41,345,371
05546.png,43,14,256,279
18939.png,37,25,186,204
13972.png,50,22,175,199
20865.png,-1,-1,-1,-1
06146.png,102,56,434,471
01308.png,81,27,442,456
12577.png,60,27,236,257
08242.png,21,12,125,138
08343.png,133,42,538,591
14904.png,127,15,489,500
12525.png,80,25,416,451
18877.png,72,35,361,396
11460.png,71,44,353,398
00932.png,38,10,153,166
16325.png,70,27,256,265
18024.png,158,101,494,543
11423.png,42,17,181,199
10564.png,143,77,574,623
14931.png,110,56,462,494
16851.png,51,12,190,197
04327.png,94,46,396,446
03664.png,40,22,210,224
07018.png,86,45,410,452
20181.png,45,25,187,200
18263.png,22,8,176,208
02376.png,57,20,335,348
03110.png,105,31,370,374
16073.png,114,57,436,500
22139.png,56,24,237,261
00655.png,119,90,472,528
16114.png,46,18,184,206
11778.png,146,73,553,623
11211.png,40,24,184,197
14190.png,39,19,188,201
14508.png,-1,-1,-1,-1
17218.png,48,15,195,206
00852.png,50,43,199,233
11056.png,46,22,182,199
21390.png,39,18,186,191
05593.png,105,67,472,535
00105.png,139,57,636,713
09927.png,81,52,422,454
16012.png,-1,-1,-1,-1
15160.png,132,102,512,559
18876.png,80,32,388,420
16097.png,40,21,180,201
08227.png,42,10,212,235
11110.png,50,25,212,238
18693.png,44,25,181,199
06193.png,-1,-1,-1,-1
18452.png,59,37,175,196
14390.png,43,15,186,199
03235.png,89,37,418,454
18525.png,41,19,180,191
09014.png,45,16,235,258
15009.png,142,50,556,613
16875.png,101,42,415,429
11880.png,46,25,185,194
17363.png,41,19,179,199
09699.png,137,53,539,556
14881.png,-1,-1,-1,-1
01798.png,130,55,492,540
18328.png,44,19,185,208
04114.png,108,86,418,485
11695.png,42,28,186,199
17236.png,127,20,530,545
02428.png,119,45,493,531
08310.png,78,45,438,504
06244.png,91,5,360,379
22338.png,39,22,162,174
03118.png,34,16,137,154
19751.png,119,60,496,550
15434.png,-1,-1,-1,-1
06370.png,51,40,219,252
02438.png,30,30,213,238
07494.png,135,65,565,628
18579.png,36,20,196,225
12357.png,41,20,180,187
06993.png,92,98,365,428
16546.png,32,13,137,149
08074.png,76,66,242,271
15451.png,66,60,218,234
00181.png,0,128,934,1079
18174.png,37,12,184,208
15006.png,41,10,197,203
02417.png,-1,-1,-1,-1
04077.png,-1,-1,-1,-1
13387.png,31,18,195,207
11157.png,80,36,403,429
17945.png,45,22,180,196
05033.png,68,8,267,284
11267.png,20,7,128,141
07391.png,93,26,519,556
21807.png,-1,-1,-1,-1
00822.png,0,777,757,1860
11915.png,-1,-1,-1,-1
14044.png,-1,-1,-1,-1
03641.png,81,41,375,424
16021.png,66,37,324,354
01721.png,93,31,385,430
17947.png,96,42,464,511
21380.png,40,15,192,204
15335.png,46,25,186,204
02561.png,66,26,337,371
15778.png,39,18,182,201
11153.png,48,26,180,201
06575.png,105,19,498,530
00959.png,35,34,161,184
09103.png,32,15,159,180
08715.png,78,30,355,414
08257.png,90,13,341,369
09782.png,64,34,367,433
09022.png,36,20,202,242
16485.png,44,39,185,200
03370.png,104,49,386,435
00855.png,57,28,213,237
16616.png,79,47,417,448
10998.png,116,24,505,539
01634.png,45,40,192,197
22211.png,-1,-1,-1,-1
17171.png,45,18,193,204
10687.png,149,101,483,521
00322.png,51,36,238,280
16285.png,155,75,692,748
18154.png,47,37,182,194
11552.png,80,36,533,599
05812.png,84,39,463,508
06759.png,83,63,462,521
17916.png,38,21,183,202
19380.png,38,19,187,209
15643.png,45,19,180,205
16542.png,130,64,511,585
15753.png,-1,-1,-1,-1
11735.png,38,28,176,194
17934.png,61,24,217,204
04723.png,57,31,371,458
10644.png,90,49,404,432
04092.png,43,29,142,160
11688.png,-1,-1,-1,-1
05116.png,128,111,382,433
01905.png,66,0,291,291
15736.png,47,21,176,203
05632.png,55,23,327,347
20475.png,29,16,139,151
03102.png,51,20,211,228
11518.png,53,29,184,199
20988.png,142,67,578,646
05966.png,212,167,449,480
21657.png,139,63,598,656
18724.png,45,29,183,204
01947.png,77,63,406,465
21924.png,111,42,444,488
04683.png,37,23,188,204
17336.png,42,30,184,199
14491.png,74,42,398,437
17420.png,97,62,451,482
11105.png,114,66,410,455
09877.png,46,25,181,204
14181.png,58,13,272,310
09501.png,46,25,181,204
07687.png,68,53,252,291
08124.png,100,69,385,440
08371.png,54,17,244,271
08060.png,75,51,319,366
13495.png,27,13,175,198
12723.png,106,74,440,481
21784.png,48,19,235,243
11650.png,91,4,411,424
20927.png,37,15,190,203
08023.png,-1,-1,-1,-1
09638.png,55,43,174,209
15831.png,-1,-1,-1,-1
11090.png,42,30,179,201
20256.png,49,27,228,251
05105.png,52,0,358,410
17917.png,61,32,248,274
16407.png,-1,-1,-1,-1
04966.png,61,31,219,240
19178.png,65,69,364,410
20867.png,38,14,189,204
14184.png,44,17,187,194
14321.png,31,16,186,206
06529.png,56,34,288,313
09267.png,123,72,422,465
17819.png,87,31,390,433
18511.png,44,16,211,218
18467.png,71,51,384,455
08795.png,38,23,165,180
01619.png,43,21,197,219
00793.png,120,127,494,565
10636.png,-1,-1,-1,-1
11033.png,36,12,177,194
07924.png,128,20,544,601
11656.png,44,28,171,191
10973.png,45,15,184,194
10713.png,124,45,623,653
08782.png,44,14,205,210
13857.png,46,22,178,184
21568.png,43,0,211,212
13472.png,45,21,179,205
04153.png,140,72,597,704
09624.png,45,43,183,204
00662.png,44,19,143,148
05201.png,151,57,578,634
09654.png,41,29,181,202
20470.png,36,16,184,194
16929.png,-1,-1,-1,-1
08303.png,115,60,445,463
14540.png,46,36,204,218
21718.png,46,19,179,183
06991.png,67,40,389,468
01026.png,93,737,960,1816
04225.png,-1,-1,-1,-1
04136.png,73,35,402,439
00622.png,89,53,380,412
11480.png,34,20,180,192
11047.png,64,35,289,325
13051.png,40,22,187,197
11582.png,37,20,184,192
15993.png,77,34,358,404
19817.png,35,25,183,218
10943.png,34,23,176,196
21353.png,45,20,182,191
12877.png,115,69,549,582
21954.png,122,63,403,404
07075.png,109,529,427,894
19438.png,96,32,405,449
09079.png,138,66,499,580
17143.png,42,19,186,205
20202.png,54,54,173,196
15157.png,42,11,186,196
02128.png,260,140,983,1056
08866.png,116,134,394,461
09676.png,99,58,441,465
09462.png,59,0,223,215
09084.png,76,40,253,268
04958.png,-1,-1,-1,-1
06454.png,48,25,213,239
07123.png,72,13,356,367
17601.png,113,82,550,599
00349.png,53,27,227,240
07446.png,96,49,394,433
10654.png,125,50,576,596
02983.png,89,32,444,533
08064.png,-1,-1,-1,-1
14363.png,129,40,525,593
05202.png,106,71,453,485
18793.png,88,57,389,420
20663.png,105,63,420,451
07765.png,76,56,376,414
09575.png,48,24,180,201
03934.png,98,44,387,442
21308.png,40,19,182,205
03367.png,64,29,223,236
15106.png,107,66,412,455
15214.png,41,51,178,210
13810.png,55,30,366,410
22229.png,-1,-1,-1,-1
08662.png,-1,-1,-1,-1
17174.png,41,25,185,200
14226.png,145,68,529,638
07153.png,79,50,292,319
13981.png,48,17,241,276
11916.png,33,13,194,207
02299.png,60,29,216,240
18976.png,123,44,622,655
09017.png,57,25,562,638
18574.png,-1,-1,-1,-1
11068.png,34,23,180,197
02393.png,59,29,352,398
01340.png,51,36,200,230
13168.png,47,19,207,205
13909.png,-1,-1,-1,-1
20591.png,40,29,181,201
03246.png,73,62,538,605
13971.png,30,11,166,180
09723.png,46,23,232,240
19220.png,37,28,180,203
15718.png,84,28,372,414
00111.png,91,44,383,424
04448.png,-1,-1,-1,-1
03616.png,76,49,348,396
01956.png,109,30,577,632
05205.png,-1,-1,-1,-1
14941.png,49,22,181,201
15465.png,108,54,399,430
12535.png,32,11,192,209
03859.png,157,79,1002,1128
12688.png,44,35,182,196
07145.png,143,143,463,532
04843.png,68,32,308,336
04808.png,269,411,539,882
01055.png,-1,-1,-1,-1
12899.png,13,22,176,205
15052.png,128,28,551,612
07840.png,76,37,325,353
17878.png,79,46,373,427
18446.png,45,26,193,204
04116.png,-1,-1,-1,-1
04626.png,85,38,390,409
18125.png,45,14,180,203
02528.png,95,78,437,499
13006.png,128,38,547,588
01128.png,54,34,295,323
21573.png,41,25,146,165
13742.png,49,29,188,197
20905.png,43,24,183,196
09824.png,116,53,440,485
04205.png,117,23,456,514
18148.png,49,23,175,201
03871.png,104,40,442,491
02286.png,52,25,233,257
01560.png,118,81,499,545
05329.png,91,65,402,439
17668.png,40,23,183,206
03889.png,58,29,220,230
05970.png,49,30,197,227
07435.png,91,52,369,408
18748.png,69,44,394,423
15211.png,41,37,181,205
10676.png,48,18,187,186
17515.png,43,16,182,202
18605.png,136,54,521,585
11850.png,108,67,475,518
10089.png,87,53,436,456
09850.png,73,32,374,402
04495.png,48,22,216,238
18779.png,-1,-1,-1,-1
17492.png,35,27,180,193
18612.png,217,174,1037,1132
14971.png,42,44,165,188
08537.png,56,25,243,256
00809.png,84,47,396,421
02898.png,70,44,265,293
10126.png,41,13,183,193
04831.png,130,66,555,619
06714.png,45,19,213,238
16833.png,35,0,223,223
01034.png,71,41,290,311
15362.png,105,58,439,511
01794.png,81,40,365,390
17111.png,-1,-1,-1,-1
01710.png,51,29,318,359
13799.png,59,31,255,265
13574.png,158,71,557,590
02870.png,47,27,222,253
02293.png,26,17,147,163
17620.png,82,53,387,427
19169.png,124,52,531,575
20751.png,43,41,181,203
12717.png,21,31,159,199
12951.png,80,42,365,372
19689.png,112,67,535,550
00510.png,53,8,243,269
15184.png,47,24,178,191
01051.png,100,44,358,389
14510.png,70,26,282,294
09902.png,45,21,177,200
07033.png,-1,-1,-1,-1
07756.png,80,54,416,446
09323.png,67,25,302,309
15409.png,48,25,180,201
02608.png,-1,-1,-1,-1
09600.png,88,70,424,482
17518.png,79,42,359,402
18429.png,42,19,190,197
07557.png,107,74,384,419
03019.png,72,41,327,382
03876.png,226,209,827,948
14069.png,140,66,551,622
08816.png,51,23,219,239
18843.png,-1,-1,-1,-1
09430.png,-1,-1,-1,-1
04494.png,41,38,177,191
16867.png,40,22,176,194
19496.png,107,64,388,409
11554.png,39,25,179,202
05170.png,279,6,1048,1086
07200.png,-1,-1,-1,-1
15559.png,97,25,386,426
16411.png,90,54,515,557
02167.png,111,67,524,568
19993.png,13,23,183,223
14591.png,35,28,187,211
14335.png,44,26,190,200
16047.png,49,38,179,214
14824.png,49,28,227,249
06768.png,78,15,341,365
07034.png,73,50,294,338
13633.png,38,19,185,201
02572.png,59,25,259,264
16093.png,101,78,421,473
10696.png,45,30,228,258
03735.png,60,20,232,235
18797.png,40,28,182,201
00421.png,113,40,487,550
01329.png,114,63,448,491
07209.png,97,69,355,386
15204.png,107,112,439,514
04729.png,37,24,190,225
15638.png,43,21,195,223
13023.png,-1,-1,-1,-1
08175.png,50,29,217,226
04594.png,94,72,330,365
02906.png,147,62,593,647
02301.png,53,10,217,240
05973.png,110,58,511,510
01636.png,38,24,168,186
08160.png,95,56,419,448
17964.png,45,20,182,200
13865.png,107,52,428,440
16959.png,90,55,416,452
17904.png,54,40,190,193
13875.png,39,23,179,200
13092.png,177,92,797,877
05351.png,56,30,247,264
17915.png,119,35,522,578
09234.png,62,33,295,320
12489.png,163,73,687,753
21304.png,32,3,185,202
19656.png,41,22,185,203
07666.png,-1,-1,-1,-1
04191.png,57,36,282,309
22025.png,75,39,315,330
04576.png,149,60,503,511
00431.png,171,0,601,510
11945.png,128,67,533,576
09861.png,102,57,400,412
11364.png,44,24,178,202
04012.png,62,59,218,245
21280.png,39,20,183,205
19540.png,104,76,128,110
14270.png,36,25,176,198
19804.png,50,23,220,235
11874.png,42,23,184,200
01302.png,207,35,1135,1259
01236.png,54,44,201,222
13569.png,65,43,292,329
08223.png,48,19,206,225
10284.png,36,27,180,202
20638.png,-1,-1,-1,-1
16785.png,71,29,347,375
15652.png,68,25,302,337
05830.png,184,128,1037,1129
16146.png,95,20,406,435
13621.png,42,17,182,200
18984.png,-1,-1,-1,-1
13140.png,37,16,185,197
17285.png,90,46,459,508
02935.png,137,99,549,614
00868.png,114,81,515,586
18208.png,41,17,188,205
09294.png,140,82,568,638
08799.png,63,40,203,229
06460.png,109,75,497,601
04013.png,118,608,261,778
00893.png,153,56,709,776
12294.png,114,67,501,507
17407.png,40,23,187,200
05782.png,86,37,384,412
12957.png,82,35,386,412
00190.png,50,26,188,205
17900.png,46,13,189,199
08911.png,124,54,508,553
05965.png,-1,-1,-1,-1
10804.png,184,129,781,870
07696.png,34,11,147,156
13344.png,37,31,229,265
21097.png,49,31,183,197
04142.png,110,1,480,497
21204.png,57,20,207,221
04027.png,61,3,296,332
14769.png,109,56,448,493
00924.png,115,73,476,557
15758.png,44,16,206,210
05675.png,44,23,209,231
21527.png,39,13,178,196
01818.png,62,33,372,420
12480.png,148,97,479,520
17077.png,109,27,455,496
01653.png,48,18,206,237
04287.png,120,78,502,554
01254.png,57,25,229,258
06417.png,77,81,287,317
21102.png,91,51,444,518
07097.png,56,28,221,231
00992.png,48,24,181,204
04881.png,25,17,121,134
15721.png,40,24,186,208
07015.png,178,91,737,851
13960.png,72,34,289,313
16758.png,83,24,371,415
02001.png,103,51,476,531
17338.png,42,27,185,212
07414.png,139,67,571,639
15284.png,-1,-1,-1,-1
08455.png,60,19,237,258
03923.png,50,21,218,238
17853.png,47,22,181,201
15830.png,104,35,477,533
14266.png,40,16,186,199
05873.png,46,48,227,246
06400.png,90,33,445,461
07199.png,36,34,165,183
17453.png,31,12,126,141
05723.png,64,48,231,261
05029.png,60,48,225,244
18884.png,223,150,867,950
08429.png,108,38,500,558
13050.png,94,108,333,397
00524.png,81,79,345,399
09244.png,29,215,133,319
18258.png,87,35,452,490
21940.png,44,23,208,218
03874.png,104,59,412,442
10537.png,42,22,184,199
17832.png,35,14,189,200
01827.png,56,34,215,234
13151.png,37,15,190,199
15985.png,42,14,183,203
03387.png,63,49,240,270
13259.png,-1,-1,-1,-1
16955.png,-1,-1,-1,-1
19165.png,101,57,414,456
15007.png,47,21,176,202
20626.png,90,58,377,438
11335.png,42,20,177,206
03784.png,39,3,198,221
21655.png,109,73,494,528
07291.png,-1,-1,-1,-1
12537.png,121,22,469,493
13793.png,47,19,180,197
20445.png,59,13,272,311
22271.png,49,50,364,432
07736.png,104,45,404,441
10950.png,54,29,232,237
13822.png,46,18,194,213
03788.png,72,82,192,233
07234.png,51,23,216,231
14103.png,42,15,185,207
22174.png,114,92,407,449
20013.png,40,22,185,203
08869.png,141,98,523,592
15898.png,157,49,598,678
00837.png,50,24,215,231
18872.png,40,21,180,197
00591.png,130,101,543,598
09285.png,97,73,449,485
16651.png,40,18,184,207
16666.png,37,16,166,181
18794.png,48,17,176,199
06722.png,98,63,384,421
07191.png,234,148,1013,1133
04094.png,83,54,417,455
00934.png,123,49,525,558
20101.png,48,20,181,200
13673.png,43,25,183,201
09251.png,66,16,312,341
06267.png,118,46,510,547
15859.png,47,29,187,198
15039.png,42,20,178,193
06489.png,84,34,336,377
17818.png,99,41,418,446
06970.png,54,34,242,255
12753.png,33,17,180,196
20564.png,32,21,192,223
12146.png,89,25,420,464
17921.png,-1,-1,-1,-1
17925.png,47,20,182,198
00079.png,11,0,269,316
01406.png,119,64,503,537
06269.png,82,40,332,363
16263.png,39,19,179,188
16238.png,80,33,382,416
18288.png,90,69,413,446
19725.png,-1,-1,-1,-1
07952.png,61,34,224,232
07945.png,101,42,457,499
20260.png,62,37,310,349
15897.png,48,21,191,210
10749.png,50,34,179,202
00690.png,71,56,376,396
15202.png,39,23,184,192
05376.png,116,97,494,556
03672.png,142,68,553,609
17443.png,-1,-1,-1,-1
04872.png,46,23,217,228
04093.png,52,27,266,289
20561.png,30,19,192,204
21707.png,42,0,157,135
04246.png,32,21,143,161
09287.png,38,20,211,224
15126.png,43,23,184,204
04340.png,34,45,166,202
12612.png,89,44,310,367
09492.png,39,31,180,197
09146.png,102,94,402,460
05703.png,28,14,143,154
22080.png,38,24,194,224
10143.png,35,23,192,209
02092.png,61,38,239,268
04273.png,70,49,322,356
06019.png,156,69,552,615
07256.png,103,29,465,524
13067.png,95,74,436,476
06233.png,92,38,428,471
08461.png,192,89,889,937
10248.png,35,11,185,208
01208.png,102,49,448,479
01816.png,100,86,401,439
05462.png,104,57,486,529
08812.png,103,25,424,430
13320.png,40,24,184,202
05150.png,68,25,389,424
16515.png,34,18,181,194
07657.png,61,36,240,268
09291.png,103,49,403,442
07967.png,97,64,442,474
08828.png,53,28,210,230
05579.png,32,12,161,177
02950.png,41,19,205,226
00295.png,107,54,427,488
04776.png,65,45,324,363
14120.png,32,22,184,204
16222.png,-1,-1,-1,-1
01969.png,86,53,384,393
11684.png,65,24,192,189
06109.png,-1,-1,-1,-1
18907.png,75,30,292,323
14758.png,-1,-1,-1,-1
05872.png,170,126,626,673
18002.png,81,48,435,485
07168.png,87,47,369,421
21290.png,46,23,180,203
08510.png,86,38,375,410
20174.png,35,27,176,200
00103.png,70,130,799,1036
21702.png,118,71,533,580
17062.png,-1,-1,-1,-1
10243.png,39,5,191,207
13811.png,107,32,460,495
20167.png,54,13,189,201
09923.png,-1,-1,-1,-1
16942.png,91,48,415,467
10107.png,97,74,407,444
03799.png,-1,-1,-1,-1
00466.png,51,42,231,265
10496.png,40,14,184,193
21549.png,25,15,148,160
19905.png,-1,-1,-1,-1
05541.png,65,29,277,298
05409.png,63,33,249,255
16449.png,45,22,200,225
19750.png,37,26,168,195
12553.png,54,19,179,199
03832.png,30,9,146,164
08931.png,111,48,452,494
18978.png,98,81,455,514
02504.png,38,5,347,402
02146.png,50,16,211,224
00612.png,108,51,460,482
17849.png,46,18,182,203
02639.png,57,30,198,224
04200.png,76,12,412,470
14210.png,42,23,195,204
00848.png,80,34,378,421
06995.png,113,59,484,535
00428.png,84,51,312,345
09098.png,46,21,217,237
04702.png,-1,-1,-1,-1
07716.png,61,30,218,233
03764.png,44,26,186,210
16813.png,102,38,464,497
08646.png,99,106,410,458
09632.png,50,38,183,208
09713.png,104,11,478,498
11459.png,48,43,337,362
07800.png,47,16,208,226
00448.png,102,64,390,431
13293.png,48,27,202,228
16456.png,52,11,204,208
06783.png,115,43,509,577
18549.png,67,41,398,451
20700.png,86,32,428,474
01148.png,67,45,233,252
13459.png,130,53,526,599
13914.png,96,32,358,391
13095.png,41,12,190,201
00564.png,122,65,480,534
02896.png,90,44,403,459
08208.png,99,54,588,672
20075.png,43,21,183,199
02921.png,73,53,353,368
05791.png,67,18,352,403
03507.png,83,59,354,387
13202.png,119,34,408,418
09743.png,37,19,185,214
13544.png,57,20,276,309
18771.png,39,22,184,201
03803.png,101,66,388,447
00108.png,135,95,816,1011
06321.png,-1,-1,-1,-1
20984.png,76,84,700,894
03636.png,105,18,480,514
03192.png,91,61,379,401
21676.png,-1,-1,-1,-1
04664.png,46,39,341,382
02894.png,98,81,448,517
12633.png,46,26,184,207
05581.png,-1,-1,-1,-1
00975.png,45,20,204,214
11760.png,40,19,168,182
06507.png,58,41,231,232
11853.png,42,32,182,201
07995.png,41,2,221,235
12045.png,51,27,180,193
07095.png,-1,-1,-1,-1
16872.png,34,13,189,208
09812.png,53,54,173,196
04230.png,152,85,704,754
12607.png,-1,-1,-1,-1
04795.png,51,45,232,255
03725.png,89,70,397,445
18567.png,84,57,415,440
04886.png,165,93,587,640
10570.png,103,72,468,517
15546.png,46,35,186,199
02911.png,69,38,283,298
16484.png,39,19,188,199
05039.png,87,62,405,453
15475.png,21,22,166,197
11764.png,39,13,187,204
22226.png,-1,-1,-1,-1
16039.png,141,61,556,626
00658.png,-1,-1,-1,-1
05117.png,54,42,201,223
03324.png,53,37,213,236
19902.png,81,48,398,443
06626.png,81,35,467,476
11258.png,42,20,179,198
06235.png,-1,-1,-1,-1
09851.png,101,61,436,461
22178.png,71,52,274,309
19869.png,71,44,353,399
05009.png,127,27,587,601
07663.png,40,40,317,372
14027.png,41,16,192,209
03867.png,84,34,363,392
11046.png,134,46,505,567
13048.png,149,119,479,515
17743.png,78,43,290,311
00474.png,62,32,320,358
09740.png,62,37,234,254
13374.png,-1,-1,-1,-1
18890.png,39,32,217,255
03626.png,76,31,332,368
11437.png,162,58,630,713
18450.png,-1,-1,-1,-1
13950.png,82,25,372,414
07487.png,110,72,439,493
05868.png,-1,-1,-1,-1
04584.png,98,48,415,441
12702.png,98,58,408,448
11736.png,38,21,185,198
15785.png,-1,-1,-1,-1
17195.png,83,46,423,453
07965.png,87,76,362,402
08170.png,35,5,156,168
07067.png,41,34,161,177
21246.png,44,33,140,146
10087.png,120,57,552,620
17287.png,53,22,199,224
08254.png,83,17,437,433
09364.png,57,42,271,305
01592.png,112,80,482,546
21997.png,122,65,471,470
04680.png,64,39,211,228
17376.png,46,23,184,206
09127.png,23,6,117,141
14807.png,87,20,416,449
07937.png,135,43,572,622
16812.png,103,57,429,474
15152.png,36,23,187,210
16998.png,59,35,251,266
09637.png,-1,-1,-1,-1
16868.png,32,24,179,205
06065.png,91,83,405,487
04661.png,118,68,458,517
12431.png,38,19,181,195
08426.png,61,36,307,334
18703.png,46,17,187,203
15982.png,135,62,538,607
17611.png,-1,-1,-1,-1
14878.png,35,22,178,206
17758.png,41,24,181,201
10843.png,48,26,182,206
16045.png,45,21,185,194
21739.png,153,87,648,685
04184.png,154,66,546,626
13823.png,36,16,190,206
13101.png,-1,-1,-1,-1
12625.png,65,29,258,270
13451.png,26,15,113,122
06059.png,46,31,190,217
08794.png,36,19,221,237
15004.png,41,29,178,199
12967.png,47,26,180,203
06268.png,69,32,310,340
07623.png,90,48,347,407
00362.png,79,30,303,341
02629.png,103,65,444,481
08607.png,134,584,429,947
13452.png,180,84,705,779
21640.png,56,27,221,237
22073.png,99,54,359,398
19709.png,132,100,552,597
20317.png,42,20,191,200
00407.png,75,37,349,390
19322.png,48,23,179,196
19470.png,58,9,246,251
02491.png,42,34,121,139
04403.png,51,18,203,227
20566.png,48,32,206,230
13752.png,41,23,181,197
15606.png,71,41,194,194
17446.png,36,18,183,196
15760.png,77,46,390,407
09787.png,44,17,179,204
02273.png,61,36,220,241
12013.png,46,22,191,208
02086.png,88,56,440,479
13922.png,-1,-1,-1,-1
11836.png,36,20,189,199
07799.png,185,119,590,689
07636.png,55,30,210,224
14833.png,70,44,352,398
02484.png,100,20,473,530
12020.png,41,10,183,203
09847.png,118,0,478,483
17201.png,45,1,207,223
19111.png,41,14,182,204
00229.png,78,71,289,341
13410.png,38,22,190,201
22340.png,87,50,375,419
08879.png,76,23,282,296
12743.png,43,25,180,201
05121.png,85,28,324,375
16547.png,-1,-1,-1,-1
13473.png,86,44,367,415
07689.png,-1,-1,-1,-1
16293.png,39,33,179,197
16710.png,45,23,182,193
09874.png,41,10,181,201
00706.png,132,55,572,614
22196.png,120,71,429,474
07346.png,130,85,485,554
16494.png,40,17,179,200
20184.png,40,12,176,190
18827.png,-1,-1,-1,-1
09739.png,44,25,180,196
06016.png,46,17,214,232
19330.png,89,51,456,514
01707.png,64,32,353,382
13675.png,90,16,382,387
06427.png,129,64,563,622
02646.png,36,22,160,175
09428.png,53,53,174,197
19684.png,-1,-1,-1,-1
01248.png,92,59,371,411
01335.png,196,97,888,1022
15890.png,44,8,189,192
05422.png,58,27,211,223
08366.png,65,40,255,288
19127.png,69,63,386,419
10879.png,46,17,183,207
10491.png,40,28,180,206
20836.png,39,20,173,201
21452.png,53,17,279,313
02225.png,-1,-1,-1,-1
15424.png,86,65,376,407
19423.png,49,23,190,207
10540.png,73,28,412,429
17688.png,42,16,188,213
00754.png,47,22,193,199
01393.png,24,13,130,145
15710.png,63,28,252,278
01029.png,58,42,227,253
06005.png,133,96,573,635
11493.png,104,41,414,458
16062.png,119,51,523,552
03250.png,145,166,470,533
21576.png,48,33,173,206
00709.png,95,57,442,477
09694.png,40,11,187,195
08538.png,55,20,207,234
03539.png,94,38,411,434
09258.png,35,20,149,158
12560.png,53,25,181,204
11551.png,40,22,186,196
05107.png,85,41,420,436
00236.png,213,142,814,891
12871.png,41,10,187,201
16033.png,41,21,188,198
13398.png,95,53,435,489
21750.png,120,53,490,564
02695.png,93,50,434,473
10514.png,43,18,186,199
11545.png,47,41,177,196
01391.png,23,17,93,100
10480.png,43,15,188,202
08973.png,-1,-1,-1,-1
21135.png,40,13,192,205
18488.png,45,27,173,204
00360.png,72,51,364,395
11209.png,33,21,193,223
22045.png,57,38,296,330
16111.png,50,26,181,193
16080.png,52,19,221,245
20353.png,42,20,177,203
08946.png,50,40,209,228
18925.png,42,28,178,199
11681.png,80,49,387,426
17459.png,116,71,459,499
20866.png,41,20,181,200
07922.png,65,41,326,345
01974.png,47,26,199,225
09208.png,43,7,209,216
03555.png,24,21,118,136
19718.png,43,36,178,201
22166.png,95,55,413,447
15594.png,49,19,190,207
08638.png,52,68,244,279
11811.png,-1,-1,-1,-1
18856.png,86,36,357,402
08714.png,14,9,160,189
03254.png,46,18,242,257
21408.png,129,49,616,684
15432.png,44,13,180,199
21966.png,105,64,444,466
04177.png,-1,-1,-1,-1
17031.png,122,42,521,554
15582.png,51,23,185,197
02182.png,22,12,141,162
07488.png,-1,-1,-1,-1
02122.png,151,95,594,660
17664.png,88,59,465,547
06261.png,100,47,346,389
15400.png,89,53,379,437
11069.png,49,29,181,193
14987.png,36,16,186,204
02349.png,-1,-1,-1,-1
14879.png,35,14,187,201
21283.png,39,35,177,201
15613.png,40,21,190,204
06243.png,-1,-1,-1,-1
08710.png,-1,-1,-1,-1
18683.png,118,39,484,527
13561.png,109,76,428,455
11128.png,53,32,241,260
03816.png,105,57,434,472
03758.png,47,13,214,231
06410.png,-1,-1,-1,-1
11729.png,89,54,418,452
00339.png,71,41,331,369
11858.png,72,24,305,336
15250.png,111,66,497,543
08682.png,51,17,212,223
18238.png,135,47,540,594
11086.png,47,23,171,170
10473.png,49,29,184,196
04278.png,92,75,429,457
07707.png,80,5,467,523
07846.png,42,40,216,236
03032.png,89,32,440,487
17352.png,42,22,179,206
21124.png,49,25,186,204
15793.png,39,18,185,201
13152.png,38,20,183,201
12343.png,46,1,196,199
01482.png,75,50,377,423
05847.png,337,0,663,297
03063.png,114,106,361,387
02025.png,82,53,339,370
16713.png,49,20,176,192
10336.png,99,62,378,416
19461.png,110,91,456,503
04992.png,85,33,341,351
13513.png,-1,-1,-1,-1
06950.png,-1,-1,-1,-1
06383.png,129,67,581,653
03518.png,48,9,332,369
11960.png,54,30,242,263
11005.png,42,16,186,198
01394.png,25,14,122,146
19286.png,33,18,187,208
14542.png,98,59,374,415
06665.png,93,77,358,399
13602.png,-1,-1,-1,-1
